date,hyperparameters,Recall@10,Precision@10,MRR@10,NDCG@10,Recall@100,Precision@100,MRR@100,NDCG@100,MAP
2026-04-14 20:49:47,"w_domain=0.25, w_cite=1.0, split=train",0.6544,0.329,0.8449,0.7111,0.9206,0.0669,0.8458,0.7717,0.6286
2026-04-14 20:55:24,"w_domain=0.25, w_cite=1.0, split=train",0.6544,0.329,0.8449,0.7111,0.9206,0.0669,0.8458,0.7717,0.6286
