date,hyperparameters,Recall@10,Precision@10,MRR@10,NDCG@10,MAP
2026-04-17 15:13:49,"w_ft=0.5, w_bge=0.5, w_bm25=0.35, w_domain=0.38, w_pool=0.15, w_bc=0.95, w_ec=0.35, w_cc=0.07, bm25_exp=1.2, split=train",0.6904,0.341,0.8734,0.7401,0.648
