date,hyperparameters,Recall@10,Precision@10,MRR@10,NDCG@10,Recall@100,Precision@100,MRR@100,NDCG@100,MAP
2026-04-14 20:35:26,"model=ftsmall, split=train, min_domain_size=50",0.6399,0.326,0.8164,0.6895,0.8914,0.0652,0.818,0.7429,0.5991
2026-04-14 20:39:28,"model=bge_large, split=train, min_domain_size=50",0.6018,0.31,0.8023,0.6616,0.8578,0.0629,0.804,0.714,0.5669
